H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2
-0.006321941148007216,-0.017799873931030778,0.0008799694743251738,0.026156974296476676,-0.023344835453447156,-0.01627729261262806,0.01531517586712295,-0.009774586483858183,-0.031328019838781244,-0.006867491606674909,0.03161967468613135,0.047013934154034154,0.039167919960916474,-0.02557224691010493,-0.0045478488425419634,0.005383355265018309,0.019893643287171,0.027636293414754792,-0.03502238138115153,0.008501241565388062,0.0012711778242608326,0.026793030004946157,-0.02219751299394966,0.00811495831623028,-0.008454001311793162,-0.031623564699971754,-0.04453606640439239,0.014383573743592743,-0.056009110189501485,-0.04066821857811223,-0.00641735145665986,-0.047856353509074426,0.008135565871947031,0.0005475214862778857,-0.004926166473123554,0.016209840994175263,0.023785782166219755,-0.01500124249166344,-0.029767949613361256,-0.023375497178764748,0.0009996093321521244,-0.019003031961464995
-0.05469735789082998,-0.044185075522215074,-0.0013848955726483358,-0.0018235982049944514,-0.022307341034449445,-0.04936080981325685,-0.05085954083458027,-0.06170206261500741,-0.04401338000042728,0.0063609135533883,0.031097617269839624,0.006323399888199334,-0.011190586972507034,-0.04869762616603009,-0.05047729551682438,-0.03532542715398331,-0.009446251896402908,-0.0012902878651381469,0.015947696446144285,0.0031424821683688838,0.0037473071190821912,0.02479573823281296,-0.04398927571427856,0.01824724762541773,-0.03683616372228817,-0.09808107654451725,-0.10115534597917182,0.03362158375441961,-0.10321545815096823,-0.11640085200531253,0.013760873498720025,-0.07138954890120229,0.021636542565968135,-0.01473878336941456,-0.04712200243162456,-0.02178135398081144,0.00228384871828402,-0.06137787709828821,-0.0702346697608765,-0.0518430835836341,-0.05564432192759267,-0.03386255190627883
-0.02328948971332304,-0.06181777368835712,-0.02348234955242966,0.008402286554227213,-0.01518715364407849,-0.023184682167735126,-0.01062835712559326,-0.03154907869285881,-0.08646074475774515,0.010539492653537872,0.036117181107345936,0.06156319359952604,0.04081913644894458,-0.061629596448005246,-0.005224241285982485,-0.0021328119822632717,0.011125927523341184,0.014246034784525682,0.01079366141672742,0.034723591340190464,0.028963960235463274,0.017039403169816232,-0.05657052755675808,0.029289948843431075,0.0047586162341717066,-0.04388672020013196,-0.0669088994004982,0.03351524932066276,-0.036020241343381214,-0.048703071576286616,-0.002580410046616946,-0.0414461943281812,0.04290892309182557,0.01928635030009497,-0.009922729356360637,-0.005721091555309901,0.00586326164605024,-0.013483940517347427,0.018426513397347653,0.008368881393984128,-0.026329227683983044,-0.05802107869009072
-0.03519440119905653,-0.03028577453148405,-0.017176800165250982,-0.014399938488631903,-0.03938908880019185,-0.03996781369927636,-0.014922250901930802,-0.017700243995492655,-0.05770646410428234,-0.026507129728112828,0.0019774730545634037,0.022053082316363635,-0.0015742905965969644,-0.0505172802156844,-0.00958000249043836,-0.010925437433988576,-0.015927075417665207,0.010221374765867855,-0.0021480656778834844,0.027789006462408634,0.02904354795510969,0.005237241147968804,-0.019174741645357225,0.03749618941150664,-0.013414577094166403,-0.05439787199356491,-0.07929648450316336,0.025965243332552772,-0.06909966704370114,-0.07497886157354298,-0.0038358260797306917,-0.0606846280503235,0.054091378030290994,0.01702163882041077,-0.01813597265651917,0.009012923622652548,0.000505156848400163,-0.04874265732995278,-0.019863076338012722,-0.06363765233126051,-0.02872865261951048,-0.013369299319075866
0.014586571722773061,0.0009090598392358268,0.029871993889030262,0.057309219365873944,-0.001557305247521458,-0.0052794888253254995,0.014022679719963183,0.02352455155793854,-0.0435839333376117,0.008974891174133819,0.018476197791729935,0.05099289434597989,0.04579759383909257,-0.03249064512742426,0.024751681578023092,-0.01162262406164886,0.01747670608940097,-0.011676512076109634,0.002531031894742487,0.014735250964036462,-0.017714354805560464,0.00872665400309587,-0.0018273840441191856,0.025438897293351515,-0.028665247487517174,-0.03570055115938735,-0.05077999916249839,0.047738593062830834,-0.024235362869760434,-0.05023388511845088,0.02843235027792986,-0.017557639479384754,-0.04139215721170232,-0.06048425144378891,-0.04968371052615347,0.0028803671928773894,0.013785445245537677,0.010518607670196339,-0.0026610909021154002,-0.03334086419317876,0.01482343079313647,0.002020286828487985
-0.0342517107789839,-0.022510970249374224,-0.03853089462803901,-0.031485710386012215,-0.02823441496741722,-0.00714397293229507,-0.0005075153481871501,-0.008853177429054667,-0.03063410019256458,-0.007917953718600641,0.012573849559068127,0.026970611654520745,0.0038607316790895884,-0.027739078310100952,0.007656671691983859,0.009828426500534289,-0.019691000201834293,0.004005568756045721,-0.003766932817803413,0.05733672095954764,0.04155106721862839,0.007926220374257114,-0.03898218573087632,0.03963636678482517,0.023843394019801054,-0.0319128685244507,-0.05415667767167851,0.012682205209397933,-0.023333418894167998,-0.022980587653069977,-0.047198893788598914,-0.07874716850348973,0.048819476410587016,0.0478328202828041,0.02082726237810688,0.007652696482915368,0.041495672013205954,-0.014834125339572346,-0.014666090145480697,-0.03361011527479483,-0.004854196381629275,-0.002584556638076506
0.047885265661148715,0.06569414328434922,0.044842510543722264,-0.00741724570756371,0.029587501047996526,0.04563803344785895,0.07615724084574291,0.09789474857403502,0.006262179731487309,-0.0067749294053639384,0.00973156535400344,0.014559145819962368,0.04905553248565644,-0.024854031183647356,0.08500890084919371,0.030832618652858496,0.03953741762591882,0.016726921029740806,-0.004695031667379577,0.06836442608231093,0.058491994775689955,0.009209383400337737,0.050804462437006245,0.06166606858668734,0.04242536280691339,0.04516930650242371,0.05524090494663353,0.032192646198169764,-0.0004054847756044561,0.03159620849423097,-0.027226319204779678,-0.024534211621803605,0.01625246706494616,0.01881455523215535,0.009205286088338639,0.015349703674567353,0.09716394716874757,0.062117013288214167,0.04051646210187244,0.08394805423882269,0.038415855359773286,0.039864877980900076
0.005531511099806722,-0.016398687506004143,0.019417045200063723,0.08495856126906777,0.006768968595801573,-0.0006689333355600791,0.014160697281319487,-0.06025819735346617,-0.06897729323756936,0.057857615923338525,0.09372722489759398,0.09268768611945083,0.05320987176837414,-0.027216191645256658,-0.007827698590929142,0.023829478226665084,0.04439251957280396,0.039232234784878466,-0.005113379918044831,0.021110092658096866,-0.024576711394196933,0.00946561385404734,-0.08093940151176705,0.027110323502041067,-0.018753471689823564,-0.061600296359078884,-0.07079221677763697,0.067718082891562,-0.0499928464729566,-0.06267175146456028,0.02474990957024877,-0.03755458104320821,0.03555622211407223,-0.040367057363282076,-0.056742918143249936,-0.029538474616677527,0.02391591344088343,-0.007863809408874786,-0.035130027104506495,0.014894962083589664,-0.047164504724358854,-0.0861087533693422
0.00956195295208358,-0.021163417594487588,0.004806147267771996,0.0207467675802806,-0.026893551467373922,-0.015798220779314073,0.014683997059642183,-0.005206692618817994,-0.0775066221125396,0.005311503665907547,0.04132148454199583,0.062048187428021005,0.04069396902362371,-0.055321562471318045,0.011531413711857596,-0.0005464337745138786,-0.0011975051947172442,-0.00470387573760651,-0.017189339357138934,0.03527375407895401,0.019510383352318104,0.01813844967135612,-0.034266291651795226,0.03416544150436448,-0.0077232788392956305,-0.034709281141135334,-0.04235957457416281,0.03768220871519983,-0.04462801243944715,-0.048149645239674875,-0.01308859925509207,-0.0637906490950871,0.031903948216172616,-0.002319547293232118,-0.027654405461875073,-0.0011746552737652862,0.014977456033771794,0.00033417497122148845,0.010586863750647945,-0.0015610893434333708,-0.001967188162719434,-0.0360268341298377
0.07653403253371902,0.02482377377998928,0.04858710402072781,-0.010302168454278513,0.04634202923414858,0.054046230678268754,0.051086394530425766,0.039978187274716734,0.05027857307187081,0.06247934121209893,0.05240757070728118,0.0539862591845287,0.024973438453937718,0.05647201927118404,0.061065985471726786,0.008454404089495493,0.022658936428178688,-0.012825238437616165,0.00046646828448742287,0.08419930999337269,0.1031968183210483,0.048327180073646794,0.05849497632216877,0.07800730350733788,0.09500995182738627,0.037633138949565666,0.003786333170202211,0.03335647425234956,0.045504603050217904,0.025883870898630805,-0.013866836311323174,-0.017046579552621108,0.05173860167441995,0.04784929034068289,0.014907673850101938,-0.0008936569308785217,0.04018759271285704,0.056329265612511364,0.062376003411538636,0.03548095244453188,0.02732425329852814,0.040845355540255354
