,H3K4me0,H3K4me1,H3K4me2,H3K4ac1,H3K9me0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14ac0,H3K9me0K14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18ac1K23ac0,H3K18ac0K23ac1,H3K18ac1K23ac1,H3K18ac0K23ub1,H3K27me0K36me0,H3K27me0K36me1,H3K27me0K36me2,H3K27me0K36me3,H3K27me1K36me0,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me0,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me0,H3K27me3K36me1,H3K27ac1K36me0,H3K27ac1K36me1,H3K27ac1K36me2,H3K27ac1K36me3,H3.3K27me0K36me0,H3K56me0,H3K56me1,H3K79me0,H3K79me1,H3K79me2
Alanine,0.036410168041946384,0.02890710175013722,-0.02787592269327214,-0.06415314318594047,0.06180526342023171,0.05771303036554751,0.004084809979323544,0.023138489215984413,0.10040257755739192,0.013404868931187551,0.008371338104484443,-0.0018898186141740468,-0.01859630899135369,0.05388282270913126,0.013085499360328396,0.06968628948173992,0.05596065058726584,0.05944354749295695,-0.05931211588114684,-0.06325771601736882,-0.060622224223809695,-0.0637195695690339,-0.014609522502495961,-0.044494434544039854,0.010360130924218494,0.0277907662101582,0.07625743065201945,-0.005445933813462365,0.07202382897238674,0.04385050922240859,0.0015472286864546356,0.02612489802759373,-0.021095120791075686,0.009962172549833677,0.009701238306234948,-0.04703114340901938,-0.032634381090405035,-0.02183129981822713,0.004859577941378582,0.02994789562357272,0.024560435218929904,0.023516935806945027
Serine,0.07139465841284642,0.09366586063537533,-0.0063991620539052595,0.011599356453339763,-0.010364982276530554,0.09270238055846484,0.11549704078183344,0.042911572731035394,-0.019013999519851253,-0.058685528890433686,-0.006157272242298346,0.02898806062408815,0.024530367061417594,-0.038708422730443635,0.11678280472817357,0.03501256156816511,-0.023221633225249772,0.011285952425852716,0.018825251670592878,-0.031420718096114165,0.0029645059358668446,-0.03061326027449046,-0.018305251947528807,-0.046421058580262096,0.01127086047348277,-0.019882298839882195,0.004078892516510625,-0.0035447621166557067,0.05209970761700044,0.059508951479243954,-0.015691405313905095,0.024660251325348454,-0.009977405200897838,-0.03787521945629163,-0.0386021822685009,-0.03532217529065439,0.08828234897377968,0.001381928177429397,-0.02038197617303858,-0.0008909178597971567,0.023139725730072478,0.041428391582143356
Threonine,0.09296864561028484,0.12376436940587983,-0.009183004556306884,-0.048569237045596396,0.06926875538924127,0.07068547226970257,0.0757942501850213,0.08400135940951295,0.10237661966314868,-0.006702082309084985,0.006517711969425014,0.017917780173415016,-0.0027692117351767877,0.08736329328005193,0.12178767759648505,0.00734938209117873,0.046177681636561885,0.03885223150210997,-0.09345145247532693,0.028414562494545825,0.06654823096959642,-0.031114234860043853,-0.001319354043496437,-0.0040722925449047905,0.1125758897317553,0.09537662026048023,0.08751531646527401,0.008594854664512906,0.11213343964775795,0.11490862740591369,-0.03545163143929181,0.011764288386803469,-0.037737597519784144,-0.019072516044942485,0.021703718968943252,-0.0748266552448115,0.059784960834402115,0.05510188793701615,-0.03015067734493647,0.007145344818413919,0.07916551157957105,0.0504584210151005
Methionine,0.06254066969337137,0.1359626563732013,-0.008100409685666844,-0.0729140359807959,0.061131831895144914,0.12497100531644628,0.08445382170829965,0.18606665108079468,0.07549725011507542,-0.12619467619916364,-0.12756216748360183,-0.10236006331700084,-0.07160443306011376,0.011094234925948106,0.12910277416564414,0.01725251235201391,-0.10710500042506435,-0.007796807198664895,-0.054347867470266806,0.04880636819793706,0.05441082633918783,-0.05681078268508206,0.03395704319185524,0.024210942506558326,0.09625177865681585,0.08006396521309057,0.15637232474238213,-0.013624325144115317,0.09990413506929065,0.12388765352065487,-0.07539188670843322,0.015917683962901157,-0.05313725289239682,0.0021130445764726566,0.05478600515886866,-0.01646071226990711,0.09802915322362052,0.023488461600790524,-0.012764842189129554,-0.009069344087846164,0.053397954659692416,0.06518921642795214
Aspartate,0.0005380079751522693,0.025762626549190426,-0.024285936008433446,-0.05394573674879376,-0.012304152246966337,0.0646929765806391,0.061980192855717674,0.057337445165558505,-0.05513327047687151,-0.10611720938234731,-0.07254694684228499,-0.03767321098240216,-0.00591619416159708,-0.09612851921704385,0.06212382766418203,0.01608012448395739,-0.09046708752572426,-0.03180214802118373,0.11142445754726663,-0.04643480648654764,-0.04834997974423104,-0.04576894079279958,-0.0004096625402786082,-0.03122362684431831,-0.05150677034584919,-0.02643923409426,0.010160324533382644,-0.014110237046300026,-0.012306197790159307,-0.006372870869578206,0.020267707515749144,0.019647259623347665,-0.06136494040090959,-0.052616130008520307,-0.04984915705530684,-0.02267557640093766,-0.017788202544473775,-0.021355995843962892,-0.057881610181536605,-0.041781354166206645,-0.021055043021773894,-0.00543060417737911
Glutamate,0.024489994679913325,-0.048901593110630595,0.03563257261181327,0.045515042054161764,0.014371849946329026,-0.014662579923492534,0.06108102857723226,-0.006645990916772088,0.012912142725441611,-0.011993432270641575,-0.0020370708172453545,0.0176892650947714,-0.016618524837256805,-0.004936158455461152,0.017409507818504425,-0.02063422572880081,0.026148504922514398,-0.0052325655823657015,0.005169219287527186,0.06558251921316177,0.10179768833257434,0.09966700502363171,0.09982228127061368,0.04684993442104431,0.06325562606484418,0.06838652404822125,0.02658962474707671,0.008236141144302971,-0.029108823731114494,-0.010681118730648616,-0.023191116098144098,-0.07845372790248678,0.03450299913920102,0.03472697363000757,0.0602619619673522,0.05371156939861109,-0.12940696109028693,-0.011182006276568781,-0.0026516918784456572,-0.004130760896791143,-0.006516181815279857,-0.009092983101062045
Asparagine,-0.018891632700551126,-0.06871937540914032,-0.0440354769230633,-0.01684693943535529,-0.05223081763516846,-0.01999523744027469,-0.051623039160228014,-0.032087787608241006,-0.10464366492294135,-0.023180554887903982,-0.025315595417659438,-0.024103214175012513,-0.011885233878674477,-0.10580122990313809,-0.0730817077013693,0.02621109430395098,-0.07245528802881852,-0.012440562165825028,0.07893530627120748,-0.010561130214526007,-0.049679723583702255,-0.007885429412769996,0.01669134528882073,0.0002336380929064617,-0.05176513062827678,-0.060857975655246414,-0.02117125290371545,-0.014708471992417824,-0.025714808436107024,-0.03244587921016904,-0.04517863983361265,-0.02685759570949841,-0.009140910771139049,0.007269088605538125,-0.0022022186543362234,0.037666303402352906,-0.05722182330376752,-0.07114056181051093,0.0350179449206665,0.0006485167931942435,-0.10048006300079215,-0.04667221338888567
Glutamine,0.08058104898038443,0.110969882521435,-0.0012060513317790071,-0.030906319469829698,0.022139236983025716,0.09033618184548868,0.14248706346101558,0.09869429416870422,0.045082251117373136,-0.06801183176142721,-0.026315859559555153,0.0023299311428566344,-0.03128176115177399,-0.010325202123644623,0.11087172511488022,0.017377761977240346,-0.0058927441793110045,0.022805804845045873,0.0535029720904168,0.04532513240207953,0.10188901068130535,-0.012499036277695361,0.0185826983154325,0.026628154466859153,0.13313296739488226,0.08307086724357239,0.06551946029731791,-0.025336952163054215,0.049666279005887486,0.06944479574531842,-0.06834176724204609,-0.05604840081059813,0.009311511081640226,0.022477400737468282,0.030379137335895152,-0.04325718641175837,0.11105278654244795,0.015787692758372242,-0.04654994834408137,-0.002531461320720237,0.03553374331801713,-0.0007195784526106318
Histidine,0.07245702717631133,0.11226545591507468,-0.03219137310639061,-0.061187627701431595,0.06230774575407831,0.13750807083863295,0.07856490951538901,0.18960844180593242,0.05168461833659106,-0.13039011158572447,-0.13932717673697162,-0.1066050416066505,-0.07574740767086072,-0.0311996037812002,0.17665935681221603,0.015645788614010142,-0.11501055777927936,-0.050852075520237495,-0.009333591193329303,0.02428521807997725,0.057129981491834105,-0.03398269580228614,0.016422421049310635,0.009892964702069476,0.12014578537756707,0.1112128552132872,0.10997747983651908,-0.028427145468504927,0.09539729813700311,0.13768634564953108,-0.08995216432685338,0.009680349452912311,-0.08380955542474931,-0.027410192080640276,0.024155440413406788,-0.06157360949434796,0.12370984697317855,0.05538071766234826,0.03253798391716702,-0.009582004780245795,0.07967649769940352,0.09128662165703501
Arginine,0.013251392368402233,0.010775313123017832,-0.04340711880826819,-0.008150168244976701,0.025622615735849483,0.08594507157059939,0.024150857146577463,0.1114420482125712,-0.03127648060656184,-0.10323534368653603,-0.1378942225275714,-0.12715122636621556,-0.11676529787041749,-0.08153821979942223,0.0790762362674972,0.017082296803173358,-0.170568631532386,-0.05805385899415143,0.03377817676326575,0.05569162033820278,0.012855404900746386,-0.0432965160075989,0.0029194287960723226,0.06801723831692105,0.022996688325369878,-0.006435227875939982,0.052155499953548234,-0.011747335032002437,0.020943919451198934,0.035624025554142756,-0.06280985879264732,-0.003210501415189815,-0.021749310745506633,0.0009047540969729656,0.02854990890218325,0.01101917093722728,0.1326403239339027,-0.008289142661910354,-0.0018936782351074881,-0.02329186966433116,-0.0036475199796783208,0.05354818361782863
Lysine,0.062261511395076054,0.1569996175094865,-0.016017450988098435,-0.07947195969305278,0.05421960937726545,0.116081331981685,0.11519223684926336,0.19816734030460775,0.09410100312585556,-0.13607359579563727,-0.12665361049548662,-0.09153450906607463,-0.06477860906886802,0.02383094182940502,0.17446001376550074,-0.00857685191233686,-0.09273624003531825,-0.022273715382154093,-0.05794820444731943,0.03314621884484938,0.07720498893383149,-0.05628387796842231,0.014424165444517023,0.012337752769072775,0.13351895737457353,0.1183266869427631,0.13176357724017337,-0.029261371893335178,0.09825783615576265,0.1399202280478369,-0.08602177313880256,-0.0051358870912097026,-0.06310539414179389,-0.011358714228501099,0.039842469067993665,-0.06142880056382953,0.1452233180244112,0.07253956918644613,-0.016549594754947352,-0.02154197734242432,0.11849947892267917,0.09569251291645407
Valine,0.08571037628732829,0.14452783210680092,-0.00016818070364669506,-0.06738136317376683,0.087293082886705,0.11249748183570206,0.10015235294846574,0.1537778844186295,0.11422535497427817,-0.06514355542397506,-0.06279917331744334,-0.051596357878223455,-0.05455817985837089,0.06517282946741733,0.15797994997303433,-0.003916826653120465,-0.03100116170796196,0.0016273849182568696,-0.07878469961057837,0.04047771691213734,0.07257871517250028,-0.05582174449630718,0.014583854253434565,0.011845868323416345,0.13005735838457258,0.09948923769101037,0.13028762943496244,-0.000432552473274672,0.12912436815695655,0.1358494500950244,-0.047712316616870566,0.025511056940045834,-0.05588527539330132,-0.02469709527570667,0.02442686974083111,-0.05819885595228102,0.08747055268806138,0.07215166192456861,-0.031366949191393524,0.0018589323958042479,0.09160837210307213,0.06466516076166212
Leucine,0.06735352173003571,0.13991543390138125,0.0006812594752931175,-0.07316423238897483,0.06750491505082164,0.12618027382508543,0.08948621834564936,0.19364842807923902,0.07560594422304057,-0.12059150888035793,-0.12105867694750873,-0.10429243179650319,-0.07144029188741681,0.01566771144318232,0.13740212651447278,0.020671595436559203,-0.11249324784291397,-0.002033296447909693,-0.061503253010318996,0.037956702129306484,0.038499754471523,-0.07759431861490121,0.022581676754400135,0.026803892657825647,0.0898933555971528,0.09045055422194466,0.17844828639036997,-0.004764403706148096,0.1154676062248766,0.13870039288114344,-0.05779871608460569,0.04117683043381555,-0.0614584099394152,-0.009293868004570693,0.05020199181138272,-0.02211849635547082,0.07214069125173417,0.040847996481660084,-0.023560041663722997,-0.010290652498865412,0.05719828579409557,0.06965839208325056
Isoleucine,0.040128644473900764,0.10014355676639773,-0.014693364177608028,-0.06459237913244859,0.060212428711513596,0.09841347978718624,0.06896800616032553,0.15248666590928864,0.06399304167726347,-0.10185415937867973,-0.1057048306226476,-0.08718805172698249,-0.0618763934925007,0.01368642455336613,0.09345037273042801,0.012399164605702869,-0.09278114011209876,0.0017941373365647315,-0.06761289508080774,0.04482749261451428,0.03510694850208641,-0.06507803438772654,0.02174209963511358,0.030029256504128046,0.06761971039158031,0.07093139115672742,0.16414512342433818,0.005412870168274062,0.10541083688460581,0.110225598248087,-0.03401214937201131,0.042416425354105156,-0.04090343459581303,-0.0010587939089217084,0.044979471473986926,-0.008755944456306028,0.043419343861997785,0.026612711840631874,-0.03279640724735332,0.006821104435414365,0.026167363320840478,0.045292911466421455
Phenylalanine,0.08431984964898122,0.1573133586092954,0.001032982781765513,-0.0801382275082266,0.09830029418714477,0.11965298865345436,0.08029775931681891,0.16731570844866228,0.11914658622342167,-0.06651692206341268,-0.0763838549969339,-0.07147555888978444,-0.06407034736839387,0.06547122284433275,0.15149215593736945,0.026685427534215673,-0.04917480855842788,0.025461908433218498,-0.08809378840326924,0.0465032037873543,0.06931380210454463,-0.05592061003055218,0.017846150068891006,0.021827026471706163,0.128107606588788,0.11306275050460826,0.1500928909784657,-0.0008119424598291733,0.12359318456759325,0.14285597889827095,-0.05748263217490657,0.025114549730102912,-0.04350562509397708,-0.0012253231112234807,0.0558683010547136,-0.04228772429597575,0.08684971468802245,0.05839345873771413,-0.025689762464883237,0.00885041307115697,0.07127457553511472,0.055747366312851925
Tyrosine,0.06595521977956896,0.12732482237178272,-0.020783824735810204,-0.08309004646056424,0.08271439634884639,0.12604807733596954,0.07678608212798886,0.15042656357085962,0.10490922951448851,-0.07586809480584213,-0.0760299478399062,-0.06485182810052474,-0.05938517291365439,0.04657179832437155,0.14012446975230025,0.01682719946914732,-0.061108336958118493,0.009641478009273157,-0.08313267496688834,0.028271289453458557,0.03666073990333984,-0.05929091011378377,0.016858314332040075,0.01347482789556206,0.10537566736356588,0.10740819543051752,0.15964387988022977,0.008998646866082888,0.13330346195316561,0.1366906832896622,-0.04224124875835276,0.04244206337196228,-0.06399388604526145,-0.023127338083361666,0.03543904669157726,-0.04300006029494536,0.07011589507493704,0.05867590315700675,-0.019949999068826833,0.014174806970277894,0.06690909671388018,0.061609381630005594
Tryptophan,0.0866767593518386,0.1351959333989851,0.011710788719980245,-0.05710207399619078,0.08689412951037143,0.12021592260213286,0.08608151824209621,0.15620086586853763,0.09069985995380145,-0.06339366569990562,-0.06825061222549586,-0.0377159936504439,-0.0489242278582526,0.03865818003999867,0.15094106440962973,0.007922585356577062,-0.030691654541323513,0.0033189108050176576,-0.10715715165458987,0.026114002944433782,0.05005021191187189,-0.06564423488144139,0.005708211464355442,0.02390269886786572,0.12142766786508245,0.0829659912789499,0.15211241148847143,0.021058088848677513,0.12253812549564014,0.13047376363493957,-0.02511168737679835,0.04368987727581805,-0.05729692755170905,-0.03924585233394539,0.008313766326225682,-0.07603922270970619,0.05719520868279504,0.07398354988554291,-0.036831111186854434,0.04351115290104866,0.07379849405051074,0.03663778469518453
Proline,0.023805082506550505,-0.014095461582826855,0.010365511784829163,0.006266059971567437,0.0020552214473412785,-0.026899669341938187,-0.0703068191261004,-0.00301467227874522,0.06582292247205526,0.05516896787201951,0.043378919620088635,0.019665251678836964,0.010235118657018916,0.0686795910748258,-0.07205147343284225,0.06214764749593681,0.048356247162888784,0.08109936349318998,-0.07313991838095737,0.008171834997677837,-0.029956280767708558,-0.04065024680143139,0.017053912219024008,0.02562978669405752,0.011532691755931135,0.03887852698886123,0.058876982580438886,0.010512768596559564,0.022622968425244337,0.01896638796014419,-0.034951663322504434,-0.02995785428229032,0.030174699791459578,0.03525191869256498,0.0735514629106976,0.03449713356309478,-0.10008241413824827,-0.055877985224388416,-0.0016093481562150286,-0.02076344774890117,-0.05562639428135564,-0.046413104360919874
Cis/Trans-hydroxyproline,-0.031673714027555436,-0.0944655316161959,-0.03177980342856944,0.06076306911830518,-0.06591480244154568,-0.050060892694356735,-0.05835910781530907,-0.055417175008288605,-0.11737873574170114,0.004976887938438558,0.006389529376891242,0.012934804573034883,0.032770054205394576,-0.0914819444589895,-0.10528630610725433,0.02814627168564016,-0.044308874389543104,-0.018825002949164973,0.05959381440469326,-0.04610331659403399,-0.06782370012420141,0.031767947478188584,0.011474245499572893,-0.030293989229499184,-0.0953642720438372,-0.079128736705983,-0.023887875515516778,-0.010060611558359392,-0.04698325102052783,-0.027150728419468792,0.0010442893172967664,0.011026026306747571,0.009286249597819611,0.007526287608309961,0.00456881743168467,0.06748297620946686,-0.11193373329978257,-0.0795785365330086,0.038111266121974796,-0.004517801004003902,-0.09943634763184213,-0.026940248654001454
Ornithine,0.031635211491783236,0.061813017764800644,-0.0101226821993159,0.05803817303438051,0.01752706778346079,0.09054189725029523,0.02581823524029976,0.11375750468830603,-0.014083430795551997,-0.08473308694830878,-0.10588779564585776,-0.082265126663258,-0.04912129473946616,-0.06682294995729607,0.0979263989296401,0.0263967311523578,-0.09424071353415121,-0.032766976765045405,0.03478986305741047,-0.019683042793915896,-0.046839161062566435,-0.05505918810222537,-0.03090717403534192,0.014352389783745395,-0.028953423889423062,-0.010349938582165307,0.032450469142446224,-0.0139577157208541,0.012130462081995846,0.05439838466654787,-0.025200876732432896,0.013532829591957613,-0.06868082753703425,-0.03293115347363785,-0.026502401656977287,-0.019754631752249115,0.09281112570976446,-0.0037498140246515132,0.053479904311120235,-0.05111178503861172,0.030745887435615307,0.03528923248614302
Citrulline,0.028206604567851276,0.028282361599172502,-0.021442915971688407,-0.0057069037491743685,0.06042865528552919,0.07094750537383716,0.03190599395730848,0.12325363095587753,0.005127635927001687,-0.0595757626164167,-0.1025345891491548,-0.09518092588101955,-0.06644258196944375,-0.0337364492454542,0.0923097747471772,-0.024291293276222856,-0.11675492228880943,-0.0705512588048348,-0.0009682207850358668,0.01594571574571056,0.0003206445536570508,-0.023662004696242734,0.017988753408178862,0.03912737093824921,0.046141209954091766,0.05214027869028044,0.12569565862621057,0.04805937046014499,0.07997444881001535,0.10502188679506559,-0.01926522013797214,0.059506387278722345,-0.061166790022088566,-0.026400966933022397,0.02883233385938118,0.007357610445116758,0.010293848166845114,-0.007639825210876794,-0.011312240777242756,-0.04368472739464006,-0.0017900482931566335,0.06938099701145196
Taurine,0.03228395677347863,-0.05860048138119875,0.05360495952500923,0.10144784485368127,-0.06217062551301551,-0.07874501720678312,-0.0855210000814705,-0.09608557041902295,0.00888944245485033,0.06667483728605296,0.08167912019304681,0.1018006928164085,0.03214813241589803,0.07053149429757254,-0.088627645541539,0.08689998550091982,0.07503130591060041,0.09813365522789884,-0.05153395982855054,-0.02921923818757423,-0.04935879469543465,-0.008343923758951212,-0.03208846360063859,-0.022919289336755307,-0.04789465143842917,-0.008631220671144173,-0.06140942038431546,0.0337654441616209,0.0037107069412752234,-0.03506579849634995,0.042446286395049965,0.008791011876638454,0.0639179997807683,0.0417714882851072,0.03481003654701657,0.03064999168093181,-0.1066404895634085,-0.07475159231809521,-0.002482809106712796,-0.06584319733470843,-0.04934324732110935,0.0031432666254858277
5-HIAA,-0.006706294960962168,-0.034640027664516265,0.002401175547947334,0.040655101602595105,0.01674481367172702,0.006770506583355124,0.02131911505992717,-0.014842674495662131,-0.06618719950554795,0.009606830474913288,-0.031255287078037916,-0.0201758499404985,-0.0038115747749062337,-0.09244058055282126,0.03835821098085641,-0.05701380049133794,-0.01473127625928772,-0.08532539395260182,0.08868212397252119,-0.003033117675471099,0.036134917539308066,0.06502574141389525,-0.024392311434966646,-0.014244777957533832,-0.018107880017317085,-0.04026668156033266,-0.10900083766348703,-0.01024249695406353,-0.06070435121649657,-0.036596815339471095,-0.001682937985039716,-0.012524127394763497,-0.024433306111310442,-0.05985261271510206,-0.05706088178796522,-0.029097820560491507,0.07435290338165923,0.03608030432405401,0.055057405613154364,0.07135254491005234,0.05812626527251721,0.021729318614101743
Serotonin,0.038546497149833284,0.014216965572023099,0.041282078721819875,-0.018478189047379426,0.005443350587815461,-0.015357409592681295,0.028492112667241373,0.013996721182494029,-0.0334507184526988,0.04073961787664257,-0.0070057688962871425,0.022360437254884676,0.009245318707847412,-0.024018356327990636,0.047665792227632904,-0.001981753932409543,0.019996044380113938,-0.024884595082279606,0.12238712068641294,-0.0028717481354390575,0.017925401112181345,0.01445021475704494,-0.053281544698186974,-0.0005553871181998165,0.0319545712972227,0.01090454411783879,-0.03559407969105265,-0.010678374995370719,0.028062597922291765,0.04351576773983681,0.04000394354509368,0.05995472069057672,0.0034142056094584976,0.01427787866713046,-0.012570230976957163,0.01818439482172488,0.00274618219220496,0.027690250984853636,0.06653942241416036,0.038650707660670455,-0.0028406366440911464,0.05213006647786126
GABA,0.03082530468783615,-0.005888727927580787,-0.026441733455461598,0.03406361998248904,-0.04522160316392318,-0.01514548788337618,-0.06353842686430762,-0.09634393321443856,-0.02176157033067553,0.04092444768679741,0.08958678062763076,0.0524768597995076,0.03714535813953127,0.014692678055658813,-0.08561478345045535,0.018035721933985706,0.04841558047089695,0.05425348193623099,0.008494726909209542,-0.08292318413849223,-0.07662278224890451,-0.09784775177001155,-0.05772205377831445,-0.04254874095856429,-0.013857801821282184,-0.021879917843685672,0.010413073072935559,0.01843865791817663,0.058862715512588024,0.005309736538659394,-0.006817266850730855,-0.05363385154021656,0.024485171001736857,0.012619043633102804,-0.028941078864321065,-0.05231722723850036,-0.031490877845439,-0.03636406417526659,-0.05592902272709025,-0.030129103856949363,-0.018636938815216324,-0.044872708264871025
Acetylglycine,-0.030918176866663614,-0.057586852194056265,0.03878157990123801,0.049795543948117436,-0.033477751733483954,-0.10653096541709667,-0.013736243309110725,-0.11664874868176459,-0.08739089394364473,0.09654876543608307,0.0713787678258404,0.11669420908408139,0.08893641447877616,-0.04892435968090853,-0.06782706606349588,-0.017599188495778777,0.0839001434222271,-0.010225720600375111,0.08103086517436692,-0.030927778501614253,-0.004263764849106178,0.052285223662054826,-0.055440396532231415,-0.015151671415724656,0.012584081778629255,-0.019962980863458733,-0.12112982166094863,-0.0031055477420987372,-0.041953395108950645,-0.0475861759265094,0.024301947282551258,-0.0049146201827442474,0.05066856986123919,-0.008199781655597566,-0.05208872594041844,-0.0005229436598299904,-0.0625957819351013,-0.06583356347402917,0.01968676853204417,-0.001102776458020581,-0.0665059637739287,-0.037392820034866193
Dimethylglycine,0.014011591491046447,0.08258998021703022,-0.032606630507760775,-0.034792184302447446,0.025695041928391206,0.09841216815023562,0.0621024723199225,0.15062295734330491,0.008353313568279768,-0.15543720013458628,-0.15341345535155979,-0.13076851347247936,-0.09853888084210746,-0.07303276251395768,0.06949689919040285,-0.03387817898593509,-0.1704259219999835,-0.08701695242422826,-0.06220925029108565,-0.0055408674365725556,-0.017855395512303848,-0.08537010801471207,0.0178547657479107,0.02958470402147897,0.023833506750393346,0.029912815877944397,0.13840772225650208,0.010231088282561085,0.07083467308119927,0.08721135575172535,-0.0555965552493097,0.010863491842426236,-0.08700171251843587,-0.04045133261439876,0.004105551415885896,-0.04035052330779431,0.10554437715281574,0.02486812998382544,-0.010121487721028668,-0.02278195800704919,0.027324496827201644,0.07429073810564849
Homocysteine,-0.08959832337075758,-0.02117756142136453,-0.08917820994663,-0.06085110080320957,-0.03752662690719836,-0.09565214659941015,-0.0259963251605749,-0.015043591897178693,0.025534264918935852,-0.0381856442923755,-0.034590725699105165,-0.0008234542909809857,0.023094218910332826,0.019615893771003985,-0.07714836843425543,0.027859575010804803,0.000999250291137821,0.01673831199228625,-0.002663521028004428,0.026563978590087918,0.034721523141221136,0.016782086318643107,0.05514833674334001,0.020960865363650345,0.017467740330194333,0.03103087790800769,0.05033378267775226,0.0033599463171169607,0.004791679582130599,-0.013868821451982047,-0.0059209046086559705,-0.005259085052571779,0.015748098264180357,0.032513723263898266,0.049741486090596,0.03777812987224095,-0.07111288760607062,0.006055153847394168,-0.032174770303045545,-0.0026058443389660063,-0.011772754178995178,0.03774645867507971
SDMA/ADMA,0.028420086149147258,0.0981476776753199,-0.039836605934596765,-0.0479041200208352,0.0470112560725097,0.09715013946996308,0.032559337167351265,0.16912024876136697,0.03796669251356043,-0.11142201344425316,-0.12456446010022382,-0.11325302447766625,-0.06450839935275897,-0.029657118162509138,0.10178176545141113,0.024785413005219838,-0.12073555298240314,-0.03888724140137991,-0.020991650742916198,-0.01933228529539933,-0.02117504689041027,-0.06851266924210425,0.025588664291960068,0.0034056222826873033,0.048273172111795916,0.059044059456939774,0.13225401064062525,-0.025930572177074174,0.08992404377705587,0.1227744974501992,-0.05901776834013453,0.048848792152037177,-0.08362760183640583,-0.025412087589067437,0.026178429875018134,-0.010138856339758126,0.04798836870357303,0.010735078506361833,0.006268195591308807,-0.022017616750386854,0.034291200470033915,0.07523171771858621
NMMA,0.006759847638228178,0.08912754523172581,-0.058048284554985265,-0.060727558422760106,0.038935828611659305,0.08094461730855614,0.02688686909640254,0.1768887594286781,0.0658661180911205,-0.1124939184661773,-0.12411912099010314,-0.11759479229456749,-0.0536745010274092,-0.004938550911587803,0.09765913745707933,0.01843353701581155,-0.10173186528810475,-0.03248852549280925,-0.035742435942953864,-0.020523940889183637,-0.02075262345151908,-0.07260819757772738,0.03460692410020613,-0.0014292108521899605,0.05741765635557984,0.07401406276936012,0.14557784657628803,-0.03709741483607712,0.0961095574838824,0.12038310054083179,-0.07021992138192729,0.04110881153449706,-0.08802781956128185,-0.025276884992786727,0.02320567824136049,-0.012683247832727793,0.04383439177482278,0.012364728472334921,0.0026228155738903824,-0.03873213567930242,0.060365093933189874,0.08433403320650593
Allantoin,0.01953871605579759,0.11131561918838465,-0.00667716625219134,-0.03313257130475459,0.06176412098173865,0.12144913455097842,0.06548821550164079,0.17981200954197854,0.028655451947137405,-0.13149491474391697,-0.14970769670598802,-0.1402575435580463,-0.09463526949097961,-0.05724649647845847,0.10677143187043495,0.012044567206886049,-0.15080220882248566,-0.05819086543918887,-0.012762515740868959,0.013548824535125336,0.008988565582292213,-0.05865505419036364,0.04532655889193883,0.03170960513220026,0.04430670969705395,0.035735607902445767,0.1393171273723932,-0.011153151722674835,0.06537806452659509,0.09276575053218751,-0.047651766648451346,0.041640817429874334,-0.04605442002708592,-0.014555817015110013,0.0443858866277869,0.009319125234249444,0.10437421019836249,0.01726404157271468,0.024914419745398052,-0.004427477405903708,0.03405115922734224,0.08121049900898322
Anthranilic acid,-0.08530056024640176,-0.014094774744842218,-0.04161594897950498,-0.033357750265439176,-0.04888217598741379,-0.01980643426293091,-0.007458417629323501,0.06922525004469866,-0.06254773607860224,-0.11260592879978677,-0.142037122859973,-0.1418928642584248,-0.0734001640997802,-0.11050756134863399,0.0017889999291304964,-0.051173605600806166,-0.15962882822128194,-0.08810452042421506,0.07517095823825083,0.052617467994294356,0.033080394605541276,-0.003795008552090708,0.05184486257720039,0.04630892562625386,0.030558277021293656,-0.005200365137993546,0.06112623340602335,-0.004942822072344158,-0.004942896371231092,0.03867752211087323,-0.06761790442912195,-0.0011090887390502846,0.0028560464524748984,0.009988037622150031,0.017413655038200804,0.02019785673362624,0.058972942628859645,-0.005919649959268002,-0.014455027160992836,0.013528524727031728,-0.02692028199943443,-0.008904724830071258
Kynurenic acid,0.015764158957519436,0.10113672179304703,-0.034311776516005595,-0.07764631857419745,0.0789756947264395,0.14567238511968955,0.0551332908327092,0.19575884552238512,0.06442895514684378,-0.13988320762173653,-0.16245220896511742,-0.16941666802644315,-0.11733397173301106,-0.032338826959741676,0.11723021241875796,0.016483016183271047,-0.18246685705227414,-0.06313549803872535,-0.03955099891127579,0.029394132843210817,0.001953311509867595,-0.08917524837111847,0.027629215904164256,0.04116518889265618,0.04070188404336974,0.03406073588958921,0.14293565038872902,-0.021832993293874826,0.06676618641057491,0.09703899249001485,-0.07178243052849906,0.02449549950717668,-0.06535652192984967,-0.02293638092868043,0.030893938236990045,-0.03700720609403808,0.13855339781581524,0.02545040175305292,-0.019737497044951063,-0.024802285650982313,0.027620235210992265,0.056502220743091254
