CCLE_ID,DepMap_ID,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
DMS53_LUNG,ACH-000698,6.1127272,6.0341979,5.8968963,6.0005322,5.5136185,5.8685293,5.9771769,5.6930736,5.9237369,5.6412425,5.5265227,5.9252617,6.0884628,5.6108662,5.6783842,5.7310981,5.9297828,5.9056254,6.2407494,5.6350147,5.8898662,5.8471666,5.8501977,5.9395423,6.3167067,5.9860942,7.6793258,6.8185377,6.5882156,5.8448619,5.9209996,5.5664632,5.8339026,5.7980775,5.9023913,5.5274463,6.2875778,5.8391957,5.7281205,5.8531384,5.9059576,5.6148874,5.4394998,5.21239,5.8606299,5.3239119,5.3343537,5.9136289,5.2116426,5.6537364,3.6801298,5.7935031,5.7745403,5.4992142,6.0087077,6.6616521,5.8326228,5.8839763,6.4152754,6.4975445,5.2552709,6.5967774,6.4144589,6.0725927,5.7468708,5.1663945,4.7344354,6.588374,5.391564,6.6913747,6.2932355,5.7973645,5.4927822,6.3329139,6.1399848,6.6080143,6.1174251,5.3717592,5.6367694,5.8993516,5.7965425,5.6437306,5.8410398,6.2782997,5.6747666,5.9032517,5.8221973,5.8851924,5.8094063,5.8564906,5.8637702,5.809829,5.7727373,5.9275059,5.4466228,6.5676512,5.879817,6.4880235,6.7868536,6.1745262,6.3711216,5.2927246,5.7490689,5.6486266,6.053293,6.1667261,5.6995205,5.5749382,5.9165439,6.2209427,5.9627465,5.9514887,5.9381129,6.0670731,6.1298601,3.9324727,6.1672981,5.9389531,6.88548,5.6065903,5.640078,5.2094865,5.523971,7.0015925,7.0577135,6.0005642,6.2007729,6.8038145,6.864572,6.9822282,6.6906624,7.1604152,5.7965853,6.3736539,5.6327276,5.8146565,6.1993503,5.8114132,5.7776388,5.9441318,5.7781362,5.9203471,5.8351984,5.9673254,5.829355,5.413975,5.561087,5.6482164,5.718494,5.766418,5.9234363,5.9627753,5.589319,6.0729409,5.9670619,5.8256182,5.8057952,5.7314521,6.1157484,5.9124625,5.7800872,5.76978,6.0397913,5.9764167,6.0246669,5.7733033,5.9390986,5.6251478,5.6105052,5.5732475,5.9811362,5.8923579,5.6462618,5.7983475,5.7367968,5.7668952,5.6109545,5.5816084,5.9280489,6.0827567,5.7940803,5.6660505,5.4852072,5.6123042,5.5773116,5.4964908,5.5438779,5.5585026,5.4338536,5.4950961,5.3513436,5.318497,6.2662787,5.9201798,5.5047381,6.2614734,6.0947975,5.7301129,5.4558892,6.085546,5.9260176,5.6375658,5.5803418,6.0468447,6.1218375,5.9877113,5.8706999,5.6432012,6.0844011,6.0530682,6.1327851,6.1227275,6.095962,5.8996326,5.6863732,6.0702388,6.1334327,6.0910894,6.2577113,6.3727323,6.2025114,5.9395757,6.3098214,6.1159743,5.9994359
SW1116_LARGE_INTESTINE,ACH-000489,5.5774126,5.7270453,5.1114679,6.07325,5.8024939,5.8244732,5.8888208,5.7683788,5.7607837,5.9147423,5.6719695,5.6582995,5.2068219,5.9081217,5.8225828,5.0684341,6.2762555,6.3239929,5.8219904,5.7235336,5.587411,5.4699343,5.3743556,5.8380278,5.498494,5.9015109,6.1280171,5.5946916,5.7401892,5.5849846,5.5836808,5.6697366,5.6550942,5.4779046,5.8067794,5.6534406,5.9242753,5.5480908,6.0944161,5.9147106,5.4883273,5.9157763,5.8825661,5.4282459,5.9015519,5.9822567,6.3369885,5.7474516,5.9947288,5.8975225,3.8368847,6.1659158,5.7929515,5.8305242,5.9929024,6.022349,5.8421406,5.6555895,6.6517393,6.6897972,6.8078124,6.9269214,6.5893605,6.1083853,5.3048419,6.7298168,6.020649,6.8096444,6.3377909,6.353047,6.5805046,6.3455954,6.5234722,6.6932907,6.8794039,6.4430538,5.7742059,5.5560486,5.5266154,5.6633519,5.7549872,6.2512329,5.6532037,5.4701607,5.9078218,5.7495587,5.6516784,5.8183865,5.8685283,5.8167237,5.6730234,5.9111142,5.6281935,5.8395021,5.5115154,5.9201911,6.048808,5.9061849,5.6202617,6.765533,5.694257,6.044646,5.6455962,5.8489792,5.9352431,5.9676799,5.4969311,5.8413844,5.6710752,5.2627443,4.5802756,5.7925415,6.1478168,6.2517387,6.0193989,5.6923781,5.9623456,5.5675652,6.1291263,5.9121951,6.2719183,5.8761234,6.2749295,5.939554,5.9269535,5.7714941,5.7883935,5.5190913,6.1350204,6.1840723,5.4286545,6.4097344,5.8589896,6.4871422,5.6536988,5.8222469,5.7615481,5.9892184,5.9791597,5.6644775,6.0422305,6.074045,5.8893573,6.0266694,5.9068119,5.8496108,5.7827577,5.7486446,5.9629056,5.9566706,5.9668058,5.657544,5.6420838,5.9228332,5.8839763,5.9084858,5.7864478,6.0345801,5.8772221,5.8709023,5.9731176,5.9159377,5.9276453,5.9101992,5.9401894,5.8129035,6.0964751,5.9178455,5.6989677,5.9356283,5.782546,5.5798954,6.0447981,5.85217,5.9710602,5.7761833,5.9189437,6.1237992,5.3198887,5.8713393,5.6712874,5.6108312,5.6767783,5.7792366,5.6130092,5.7408998,5.7040314,5.5910563,5.4822305,5.7037261,5.6044177,5.4675182,5.9887121,5.4112239,5.6159773,6.1920586,5.9103424,5.5223147,5.3808411,6.0815965,5.9243861,5.5130302,4.8724843,6.052703,6.0947777,6.2527977,5.9470731,5.6448219,6.4088589,6.2658154,6.1705568,6.1821755,6.4236319,6.2547926,5.9291099,6.2486525,6.6335754,6.3780517,6.3410429,6.3609448,6.33354,6.1372708,7.0658582,6.8321738,6.3630638
NCIH1694_LUNG,ACH-000431,5.8863981,5.5748813,5.5412593,5.8483746,5.6650257,5.875548,5.8949041,5.8396398,5.7426134,5.5702079,5.57923,5.6789112,7.3308658,5.9512748,5.8398475,5.5018784,6.0077525,6.0637024,6.2855757,6.008472,5.9486681,4.9008539,5.0186659,5.7697751,5.8143234,6.1158512,5.6681719,5.826515,6.0932185,5.9105965,5.5797256,5.9474244,5.6727404,5.6783338,5.8047999,6.4065582,5.4533727,5.8698503,5.9246277,6.0685018,5.6779721,5.6131334,5.7723234,5.8325291,6.0791684,6.0960282,5.5714661,6.1677367,5.9472459,6.3666236,6.0163127,6.2944586,5.9000922,6.1004139,5.8755237,6.493101,6.3642851,5.7958252,6.0134867,6.3157236,6.3246729,6.400546,5.9974642,6.2875305,5.8781626,5.6283557,6.2777582,6.048256,6.0123331,6.5029886,6.4324134,6.0608076,6.0434879,6.3213345,6.2128407,6.2157513,6.0518947,4.9780309,6.4046714,5.9579379,5.5797269,5.7984656,6.0302686,6.5133632,5.9481985,6.0125974,5.5023806,6.1317835,6.2261624,6.0478694,5.6483445,5.8237601,5.3677303,5.9677677,6.066025,6.3447091,6.4398803,6.0178184,6.2586879,6.1295457,6.6602651,5.8839763,5.8830864,5.8386019,5.8056413,6.3861057,5.9009928,6.9476078,5.9014443,6.4406926,7.1424998,5.9092208,5.7725523,6.5679819,6.1083284,5.3329712,6.1213333,6.231038,6.0596166,5.8322256,6.2850137,6.1095602,6.0972075,6.1545873,5.5135933,6.0765718,5.647365,5.9390423,5.8944387,5.8270235,5.8490266,5.9777986,5.8372238,6.0960039,5.8183338,5.9251749,5.7163112,5.7943611,5.5358301,5.8449662,5.5646072,5.4656723,5.6469212,5.4899647,5.906574,5.737297,5.7522754,5.6054518,5.8463801,5.4235924,5.9447813,5.9481524,5.5421749,6.0022786,5.7816472,5.7175889,5.8813538,5.6696858,5.700943,5.8094956,5.6086627,5.475647,5.9496157,5.6689562,5.5959462,5.509927,5.7323743,5.5935097,5.6319728,5.3678276,5.6838451,5.7800576,5.6299385,5.8606942,5.5343235,5.4780426,5.5758187,6.615201,5.9206396,5.9599293,5.6903534,5.8261432,5.838807,5.9025157,5.8561064,5.8512902,5.8347831,5.2385071,5.6868816,5.8468495,5.6900413,5.58781,6.5465653,6.2051649,6.2328488,6.4974599,6.3665756,6.2097725,6.5665023,6.2712134,6.1901929,6.1430415,6.5394357,5.7330251,6.0653239,6.0174464,6.0103517,5.8413147,5.8610746,5.7312542,5.883552,6.0559585,5.9679882,5.7342439,5.8832865,5.9428871,5.9469879,5.8379802,5.91335,6.1375302,5.8075459,5.704149,5.8811927,5.7852078,5.5042254
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000707,5.7700296,6.0992288,6.2332594,5.5434955,5.7677585,6.1559051,6.1111479,5.9494813,6.3427034,6.0547813,6.0709126,6.4414724,6.1246872,6.1628608,6.0126731,5.7425283,5.9503494,5.9371652,5.5450999,6.0735443,5.6948046,5.8040911,5.6378503,6.1545224,5.2089934,5.505127,6.9037579,5.7777605,5.7628555,6.0713587,5.1446832,6.0889551,5.9284364,6.0042284,6.1623615,5.7618388,5.8770064,5.940077,5.8891725,5.6529254,5.802669,5.9300577,6.5981582,6.0861188,5.6868602,6.1359495,5.9779922,5.6434808,5.7308614,6.0537164,5.5372048,3.5199169,5.8448252,5.6959992,5.8612869,5.9800188,5.890713,5.8501282,5.856733,5.5065466,5.9105059,5.6188512,5.4136579,5.909679,5.9528938,5.8643597,5.8980311,5.3888675,5.7134652,5.261297,5.5425752,5.4703198,5.4593036,5.4495469,5.4262125,5.5411824,5.8891835,6.0560724,5.8839763,6.1422293,6.2630179,6.035416,6.1398509,5.7312673,6.1299654,5.8498585,5.5588955,5.6139939,5.4109874,5.5795746,5.7149222,5.4491121,6.0932739,5.6864677,4.7753095,5.5480462,5.7949613,5.8359329,6.1757433,5.5893962,6.4482372,5.4288094,5.6152604,5.5219111,5.9915526,5.6774964,5.2900226,5.6781443,6.4019293,6.0992984,6.7730217,5.9597169,6.1060901,5.6410786,5.6182254,4.2252384,5.4321077,5.8985844,5.4958235,5.4405191,5.3282991,5.9202792,5.2677601,6.3366544,5.1091731,5.5396048,6.1408984,6.0408247,5.8977974,5.7699211,5.7334176,5.2482877,6.2589802,5.9632737,6.0227728,5.7002627,5.8793545,6.0104866,6.0067957,6.1285554,5.912418,6.1099656,5.9825989,6.0639405,5.5858862,6.4512799,6.3904197,6.2477499,6.4277246,6.6290986,5.296846,5.7527028,5.7097415,5.7486176,5.5843966,5.7344775,5.7723823,6.1012739,6.0121428,6.0515511,5.8732949,5.6628554,5.7520733,6.0091252,6.149356,5.3108512,6.0461461,5.7521507,5.4685949,5.425247,5.6516976,5.8662562,6.1238121,6.1930039,5.8855649,5.1887121,4.685314,6.1102512,6.0056308,5.9903234,5.9566703,5.7257608,5.6215999,5.6578944,5.4766689,5.5483646,5.4966911,5.3195814,5.3441552,5.5297538,5.3024587,5.863536,5.9423041,5.8163901,5.937331,5.6727977,5.891657,5.7759087,5.8827419,5.8834827,5.9573037,5.8864725,6.1828952,6.1617159,6.0674487,6.0443906,6.044006,6.0591326,6.1301619,6.2566199,6.5391341,6.4113374,6.1804666,6.0807327,6.153137,6.5169223,6.113791,6.2821131,6.2486668,6.1094799,6.0435695,5.8468019,6.4294024,5.7798153,6.2415301
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000509,5.4806827,5.4697419,6.5093968,6.2510048,5.1905782,5.8970852,6.1483329,5.6074814,5.8715997,5.1284625,5.0689752,6.019092,6.7569018,6.0225796,6.3471577,5.6291767,5.9952878,5.4387594,5.8941678,5.9448155,6.1056225,5.5365064,5.3505116,5.8034327,6.0842063,5.6068352,6.8897823,5.8808542,6.4297695,5.6139128,5.2009861,5.5659652,5.2259751,5.783681,6.2590443,5.377564,5.4706981,5.3662807,5.7742574,5.635351,5.958151,5.8676238,5.682363,5.4040437,5.6718962,6.016575,5.7967533,5.6227216,6.2311355,5.7596021,5.3518714,4.6787804,5.9543247,6.2132168,6.2683079,5.4687548,5.5028839,5.8626479,5.7113692,5.5571288,6.0309868,6.121613,5.671748,5.8562745,5.5334621,5.3876759,6.0770729,5.9113238,5.7824881,6.1601457,6.0930037,5.7014102,5.6964806,5.9302561,5.9005653,5.8700091,5.7677613,4.9656241,5.955433,6.4398216,5.5330472,5.9861383,6.4561494,5.5552766,6.453184,5.9628529,6.0067019,5.6250821,5.6464262,5.8573387,6.040487,5.7461304,5.429926,5.9833657,5.305638,5.9844006,6.1565273,5.7046025,6.1212145,5.9403525,6.3599976,5.6686479,5.5089442,5.8839763,6.3125416,6.0673321,5.8059203,6.2982074,5.7358044,5.9626829,6.5308564,6.0793084,6.8609831,5.09583,5.8769771,4.764949,5.308012,5.6440537,5.7253049,5.4453502,5.6992083,5.7956688,5.4627732,5.3359798,5.1521827,5.6420427,5.6488105,5.9727614,5.6852171,6.1736357,6.309644,5.82512,6.138222,5.7275423,5.5675799,5.8482901,6.233096,5.9559609,5.8492399,5.7928687,5.5404473,6.2855531,5.7076976,6.3674809,5.883814,6.006805,5.8187403,5.8898966,5.9727526,5.9969439,5.1350425,5.4226204,6.0728785,5.8043644,5.6434729,5.4735613,5.9676008,6.3378046,6.1198069,5.796784,5.6389698,6.1199072,6.0965082,6.1967761,6.0959602,5.9434635,6.3072683,5.7097381,5.7495739,6.1152687,6.2485401,5.8761092,6.3668315,5.8213854,5.6073751,6.0054709,5.7837136,7.1548791,6.2326904,6.1496216,6.4636595,5.8281991,5.3504996,5.6953587,5.5309282,5.3970896,5.4203085,5.6357588,5.447416,5.4234659,5.5424708,5.6367266,5.9412308,6.4785997,6.2878094,5.7303836,6.1122387,6.3361933,6.3981123,5.8095923,6.1121715,6.4480463,6.6929935,6.5329501,6.2752588,6.0789461,6.3498881,6.5820108,6.3682937,6.781062,6.5077741,6.4689781,6.1347557,6.5364801,6.7090748,6.1619806,6.7779321,6.6763898,6.6956585,6.7510294,6.3850559,6.6826115,6.7578989,6.7285704,6.8792603
UMUC3_URINARY_TRACT,ACH-000522,5.8920107,6.0393302,6.3095618,5.6458597,5.5015372,5.9751714,5.907445,5.1800479,7.0052649,5.435565,5.6228597,6.5321663,6.3988698,6.7228665,6.0240408,5.5061069,5.5639638,5.3031143,4.2466888,5.4281296,5.2912737,5.0936236,5.5939638,6.6361202,6.6166722,5.1677208,6.4827435,6.8380084,6.1003989,5.255047,5.1841902,5.4568735,5.5711582,5.326851,5.8312311,5.0752928,5.9347932,5.3766477,5.0072005,5.2061236,5.6745769,5.9662462,6.5412724,5.0781515,5.5455474,5.2890449,6.5460598,5.014294,6.0804956,5.3745498,5.1273818,5.2739219,5.9461561,6.0396895,5.9750799,5.8839763,5.5151069,5.4968916,5.2733943,5.7301578,4.8133729,5.9165205,5.1140872,5.4629287,5.6162913,5.530759,4.7563637,6.0289456,5.5388467,5.5623707,5.6275561,5.4130933,5.4281477,5.7293376,5.684761,5.7955553,5.8253284,5.0192444,5.5953783,5.6179172,5.4242306,5.9875997,5.4309978,5.6970421,5.9529427,5.2157544,5.8890525,5.6199368,5.8362573,4.9830871,5.6142094,5.0700582,6.7832285,5.2413558,6.229726,5.0164961,5.0769445,5.4514123,5.9217308,5.7970726,4.5380933,5.5606936,5.0027354,5.4201581,5.8395771,4.8243417,6.4387892,5.9012905,5.4537502,5.0519355,5.6453254,5.8416769,5.3851461,5.7863791,4.8460434,6.2922603,5.6946718,4.9941222,5.2010651,5.0892173,5.6890874,4.8025956,6.1513883,6.0993833,6.5582694,6.1388037,6.4459973,5.5643272,6.5904929,7.1167691,6.9918411,7.0451624,5.5726883,5.7778172,5.6662038,5.4458173,5.7271748,5.8836056,5.7540063,5.7337087,5.8402552,5.7190843,5.8667181,5.7556165,5.4767577,5.9274432,6.0008098,6.1421458,6.1242342,5.6415661,6.0593975,6.0295666,6.0909518,6.160655,6.1586486,6.0940174,6.0233964,6.1248492,5.9588791,6.0989539,6.0988034,6.1495893,6.0116285,6.0220303,5.9542267,6.1233705,5.7146115,6.0243518,5.9481703,6.0746582,6.4032331,6.3259209,6.4587057,6.0267989,6.1724765,6.0692927,6.3776663,6.8562483,6.5148354,6.4845738,6.4339835,6.2166352,5.4879095,5.6260718,5.1960351,4.7029498,5.8208223,6.0767971,5.3536743,5.1844661,5.6609065,5.4877626,6.3657936,6.7691797,6.5625804,6.8067875,6.5845055,6.803191,6.8692385,6.4830452,6.7337431,6.8032992,7.0169024,6.4128313,6.39126,6.5502642,6.7424448,6.8601524,6.3797288,6.4520026,6.5440169,6.276889,6.639733,6.8568815,6.9161597,5.9067048,6.4723227,6.2987403,6.3487059,6.2112204,6.4923308,6.7700506,6.1764308,6.353418,6.320354
HOS_BONE,ACH-000613,6.2344943,6.0729334,6.1235783,5.5091095,6.2365063,6.031743,5.9277602,6.0573262,5.9148329,6.0828491,6.2760315,5.9273621,6.8033279,5.6991677,5.989122,6.0876653,6.2269866,6.2146212,5.3030755,6.1613619,6.1045197,5.9007186,5.8178565,5.702468,5.4849067,5.9203104,5.2966912,5.647667,5.7476361,6.0232989,5.4322346,6.2064416,6.0875372,5.7851682,5.8242735,5.9675133,5.8839763,6.0736089,5.8825327,5.876817,5.4477921,5.81437,5.6283536,6.1500187,5.7190985,6.0320855,5.4553865,5.8759678,5.616938,5.7889869,4.8480771,6.4595849,5.8187248,5.8497089,6.0280277,6.2399639,5.9650579,6.232036,5.8762713,6.2534686,5.1094227,6.3975169,5.6378706,5.8337008,6.1749095,5.6758233,5.7534548,5.9052087,5.7289011,5.9391759,6.1820434,5.835876,5.882341,6.1620005,6.0961462,6.1532855,6.0990933,5.6459287,6.0028764,5.8368791,6.1524047,6.1669793,6.2722323,6.3455038,5.8287615,5.9262248,6.4603896,5.9331616,5.8719052,5.8334859,5.5639052,5.8129218,5.9642529,5.7316321,6.4697553,5.8707587,5.6901523,5.8831339,5.0617355,5.8734572,6.0590999,6.0692755,6.0672376,5.8454249,5.9090903,5.3397988,5.7007755,5.5789234,5.7974879,6.1707539,5.9564044,6.017249,5.948485,5.6022343,5.8004463,7.4782727,6.1583492,6.103877,5.5516697,6.0690909,6.3651604,6.7512294,6.2443072,6.5769228,6.4000326,5.8545664,5.6932452,5.307379,5.1919806,5.1140413,5.4734093,5.3379012,6.0822376,6.2591893,6.4485837,5.8266787,5.8759632,5.6857535,5.657596,6.1242217,5.8509493,5.7051062,5.7982099,5.6388931,5.9735022,5.7396777,5.8688659,5.7790577,5.8955645,5.8814376,6.2286182,5.9909842,5.7805039,5.9964697,6.249653,6.128391,5.9030035,5.895512,5.9617295,6.0504532,6.0820521,5.9460195,5.9149697,5.8748773,6.2003264,6.3827956,6.1034319,6.0189393,6.0433961,5.9443428,5.8548513,5.9599622,6.1767306,6.1896845,6.1286519,6.2702869,6.1595309,6.0333712,6.1705998,6.1852471,6.1661823,6.0832753,5.9983559,5.7832483,5.9066689,6.0368165,6.1318311,5.7449478,5.867394,5.9527686,6.4763475,6.0434899,5.6804634,5.3170124,5.7210092,5.1996192,5.1742573,5.1316038,5.5036588,5.3437496,5.2998859,5.2203416,5.3457615,5.6753644,5.4204861,5.6629175,5.4916856,4.9692302,5.6590158,5.6336837,5.5708896,5.6226062,5.7821062,5.4135052,5.2711413,5.9173098,5.4170653,5.507133,5.5145275,5.6344111,5.7134579,5.4147801,5.3452261,5.1491737,5.5213812
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000829,5.9727481,5.5237367,5.8267087,6.03441,6.0974235,6.1333914,6.1965954,6.0929965,7.451125,6.0780105,5.9718651,7.0513947,4.9927103,7.6457757,6.320552,5.9410424,5.8630828,5.6283881,5.1879383,6.123224,5.4632948,5.9198883,5.7574252,6.8604092,6.251589,4.906929,7.1351424,6.4554287,5.768424,5.8895216,5.4047077,6.1079266,6.0457594,5.6164332,5.9848896,5.8059524,5.8315282,5.9303386,5.633515,5.7540898,5.6262834,5.8199567,7.4002471,6.1823747,5.5193986,6.0593378,7.1976157,5.373573,6.272624,5.7817859,5.2320203,4.1604138,6.1302982,6.646343,5.9827632,5.9654153,5.5801446,6.0124917,6.1377813,5.7508523,5.6857989,5.7462153,5.4534407,6.1764281,6.202615,6.0301992,5.6094897,5.2702903,5.7026759,5.2464473,5.6017734,5.5226233,5.5171066,5.5555892,5.5266042,5.7757647,6.0564029,6.2847671,5.8563526,6.1362501,6.1459159,5.8073396,6.2052041,5.737049,6.1992443,5.7149594,5.6870698,5.6963322,5.4737759,5.6842343,6.1098388,5.1681024,6.5093664,5.3759397,5.5208972,5.801925,6.1090874,5.7223923,5.7701613,5.3631468,6.4635146,5.8731435,5.5009638,5.5037912,6.1363371,5.1701752,6.0046457,5.6852969,6.0817734,5.7473069,6.7089005,5.8651826,6.1711128,5.8747106,5.4697537,4.9145698,5.7872733,6.2116702,5.4696139,5.492604,5.7925257,5.7094816,5.5242547,6.3022327,5.8617067,5.957954,5.8321261,6.6194643,7.13014,7.2015002,6.6396893,6.8950001,5.9989103,5.7559052,5.9719023,5.7500306,6.1603536,5.9048446,6.0379312,5.8116034,5.9068079,6.1380374,5.9656371,6.0153516,5.7432646,6.4310268,6.2440108,6.1506467,6.2209151,6.4494056,5.8335336,5.9197321,5.8330924,5.98419,5.9454621,5.8148121,5.887888,6.1753306,6.3863219,6.2412072,5.9542532,5.7751962,6.2843065,6.5244385,6.4375798,5.9604233,6.6258421,5.8814599,5.6426876,5.5840499,6.3757766,5.7141426,5.5042973,6.1288024,5.9344125,5.8958106,5.7985176,6.1255392,5.9762102,5.8398089,5.9030842,6.0218421,5.681348,5.636758,5.8457496,5.7267292,5.7304433,5.2183136,5.5964161,5.6325604,5.7658892,5.6665767,5.9549915,5.7447057,6.0404103,5.4399558,5.5603045,5.2765627,5.6344277,5.4523676,5.3715828,5.4589005,5.6904941,5.9602102,5.6584934,5.6010181,5.6086834,5.7540063,5.9668704,6.6096756,5.9121203,5.8963711,5.8440821,5.6916076,5.8839763,6.2965244,6.343887,6.4497296,6.2499172,6.0128208,5.9239568,5.6798103,6.618194,6.6772053,6.6086387
