H3K4ac0,H3K4me1,H3K4me2,H3K4me3,H3K9ac0K14ac0,H3K9me1K14ac0,H3K9me2K14ac0,H3K9me3K14ac0,H3K9ac1K14un,H3K9unK14ac1,H3K9me1K14ac1,H3K9me2K14ac1,H3K9me3K14ac1,H3K9ac1K14ac1,H3K18ac0K23ac0,H3K18me1K23ac0,H3K18ac0K23me1,H3K18ac1K23un,H3K18unK23ac1,H3K18ac1K23ac1,H3K27ac0K36ac0,H3K27me1K36ac0,H3K27me2K36ac0,H3K27me3K36ac0,H3K27ac0K36me1,H3K27ac0K36me2,H3K27ac1K36un,H3K27me1K36me1,H3K27me1K36me2,H3K27me1K36me3,H3K27me2K36me1,H3K27me2K36me2,H3K27me3K36me1,H3K27me3K36me2,H3K79ac0,H3K79me1,H3K79me2
-0.11605536219285091,0.06367628756263813,0.1492632696813705,0.135109819670961,0.11899214618359549,0.27714667037745644,-0.11954464899663107,-0.213292424969883,0.4358899479060199,0.05929146308093231,0.24882013399515418,-0.0796735053699357,-0.08802130388368427,0.19278233817058193,-0.4320368659006349,-0.10926587132037252,-0.22657026680791253,0.07725655158444587,0.42594114147580514,0.2896715182528088,-0.06790427305002698,-0.015460709791503786,-0.07284429444205288,0.18887029671340927,-0.004659189224540118,0.08634113740203483,-0.20634461337459917,0.03353620689859295,0.23345122443744204,-0.08577309730087992,-0.22876485997402374,0.1100113543869488,-0.20038430010357122,-0.13812428075619732,-0.08733012909380648,0.05668232757177028,0.11172417396720284
0.17474523800630112,-0.18167450087582956,0.07736855480300228,0.07206824685098706,0.03360670326975201,0.11747625430381291,0.03299428739187379,-0.2786647899225336,0.2065464246023584,0.05828346582348409,0.20758842507935724,0.068961252969687,-0.049574993053595105,0.13540812975126476,-0.34209917990857974,-0.06286783377632871,-0.20208197119812904,0.07806317322489037,0.3801543139992933,0.029365999673333476,-0.04000455587300038,-0.0009962584705126907,-0.2747378659652295,0.17673647547125665,0.02689923309653879,0.14253415574029468,-0.08281273443830185,0.1783860257916748,0.3912980380521131,-0.0664132158194447,-0.279964875556724,-0.007161683572222345,-0.18407677287588425,-0.2632225386029316,-0.1536806610956744,0.1360673883519807,0.06578368863381512
0.2208805852351698,-0.40131455448488423,0.6803613028724652,0.7050121546696307,-0.123307390874743,-0.2955573304665078,-0.15145866414600714,-0.1264265159445403,0.45741778881755163,-0.051899246211513,0.023722529079559393,0.43172035711963247,0.31317041300382176,0.3130438659277058,-0.1474322178945577,-0.1557427186774048,-0.01725793675354615,0.3363993355700728,0.10240145540501173,-0.026031557155682786,-0.07078571038422367,0.13954942384241928,-0.08332898034529676,0.06010798662871265,-0.31694705352319824,-0.266715189869833,-0.2603255251582783,0.043106377465846564,0.11643001981278417,0.10631670485184964,0.0010652016316422494,0.34358280629848986,0.012555755977851659,0.15234291197944114,-0.34478156976168517,0.3698506000810737,-0.0898989363061351
0.1356360248993498,-0.24120068473175826,0.40686437538691594,0.3946953179189665,-0.008216003306428282,-0.036027178216999474,-0.017081705759380852,-0.12114103362808484,0.45509958740665873,-0.07022532967709892,-0.03325446251401145,0.1510760042180669,0.12676251450654452,0.1135936429613329,-0.20980348170412727,-0.2299361224485706,-0.052655068250981055,0.07317719242481785,0.2162137272316939,0.07272240094074113,-0.11016099432405972,0.010400853337055095,-0.034539146616319356,0.24310255677137124,-0.2649959059117878,-0.1615390274560545,-0.2704240181869839,-0.023042068169517302,0.16482321488115306,0.0564791603615553,-0.10458691679414601,0.24475315760144714,-0.019336116219581437,0.026343166632520454,-0.24615297679483134,0.2386612517072421,0.02863440610787477
-0.09316309579136513,0.046062987384324475,0.12552012861094355,0.15919691614870007,-0.04720020777249149,-0.1307376259437265,0.08974609396547678,-0.04886848328372077,0.6542804130171767,0.00947184655652313,0.1502288585425834,-0.04127278200256245,0.1329365185725091,0.23584637731773753,-0.4566413051910277,-0.3123285869587784,-0.2010371490711329,0.06821968176404783,0.5075065349785435,0.08725007202795763,-0.17373885260419522,-0.32004450805245194,-0.22042908706550818,0.2587218375269239,0.2748862922784111,0.36658714914419943,-0.25756479057400156,-0.17340305049860635,0.40713157530923544,-0.08362645403342565,-0.18822145539145468,0.26662492504006646,-0.08968723576088868,-0.05348407962631854,-0.3587980782704107,0.3221564678751347,0.13831088510598966
0.029508235106867568,-0.058274941593592755,0.08482564541913859,0.17331433608600014,0.14363572555558488,-0.007779789716826848,-0.09883612259654512,-0.27842526585745814,0.4308720698292125,0.3121907854542748,0.3246167982749887,-0.02430030649526713,-0.14721701371234008,0.33711069461950166,-0.1937443072048966,0.15847516932641298,-0.2563161032358907,0.32435590069211556,0.15962547301748967,-0.012603131446928095,0.1969981733090709,0.23404864221184768,-0.07847584248975235,-0.016441642549340007,0.05300418992695132,-0.05512971603889234,-0.24143829459696883,0.21872407020703064,-0.015673077797644323,-0.2724260389868751,-0.3311684307702466,0.1576815411979184,-0.1943719056448479,0.08635473571670464,0.10164235222062594,-0.08351301529460149,-0.06580183929036998
-0.12705416777117945,0.06864879272062321,0.16542465828320024,0.15624819062116888,-0.23237314654763322,-0.008855359707612294,0.061691561133446725,0.07315124803557306,0.33897180705272284,-0.2541377355635112,0.11987400745206857,0.11095130059312816,0.2151750464223775,0.2308442238697023,-0.3960158527505085,-0.28448848603903076,-0.13570143560952833,-0.008191875143165859,0.46392219545986835,0.03217458205839374,-0.4716542131262562,-0.41606570764521733,-0.4399417668946692,0.14427194398900584,0.21101880989555055,0.37931522436380893,-0.2734584589855456,0.0034931374239794595,0.6351181050572385,0.16441042592445318,0.20598363398968508,0.2653852408515154,-0.0013591910397246138,-0.12229029284763242,-0.6154044772929992,0.4914671622228332,0.4614882394752376
0.37463791602629437,-0.31321755472018514,-0.09092563427961915,-0.12407989495287876,0.5295652599831785,0.09722644302095142,-0.2896785237104024,-0.6404171676393232,0.01026398801577038,0.6747656898103882,0.500127089690543,-0.11018079292829983,-0.3125216700301169,-0.11878755734089767,-0.4344885919483581,0.5253150397252946,-0.39200718729601636,0.09907095434782413,0.4529106696251324,0.12272286368655765,0.5421335606779889,0.4722650338187089,0.12992152467503407,-0.26102221745510945,0.2536353576834001,0.11328770977365926,0.07591316997678876,0.4170522768662636,-0.2756049840314407,-0.7688244008022872,-0.45361391870698115,-0.5115545510320522,-0.49001942174175156,-0.40034203707769644,0.5945413477518144,-0.541682457590796,-0.1980706332829842
0.2746197912696339,-0.4467786428693419,0.6755395147056861,0.6708500172855537,0.02934800888927659,-0.3231867487339884,-0.32130442529169584,-0.3006686087248592,0.2101985256718274,0.14983205074770983,0.16237597796041062,0.4677927707324214,0.28346237189520046,0.40537616561022566,-0.26303399456804,-0.05244079941388158,-0.06995558654201954,0.3781556527467861,0.2146008880393479,0.018813147651107098,0.09415378190018808,0.22395470959821515,-0.027706395910906807,0.0741942125915098,-0.3112389575765496,-0.282967068290951,-0.24132822690341885,0.07240223298025612,0.019823578008488895,-0.03500290658541392,-0.09227479992456823,0.21797818853817558,-0.07957060481999785,0.0036753424327130406,-0.25879013411832485,0.3278081398174286,-0.25293555223141245
0.1528965295842186,-0.15769689000353515,0.012437549989235538,0.20400973107289982,-0.03728991372031142,-0.14822295282559347,-0.06137201242336917,-0.18262066524252998,0.29212774403892433,0.16527731655047037,0.17041010279640673,0.25981104564610147,-0.15531685528991931,0.6990926904627108,-0.08144121015604858,-0.3286980148473523,-0.11259967179239885,0.8390126237770948,-0.07081105807077244,-0.06056617209326365,-0.15160605685820125,-0.267749249517536,0.008737097319515042,0.21771417360312903,-0.12102309894485216,-0.024850799913796053,0.32507236704221726,-0.21215118071288405,0.32478287350688356,0.07701998169565576,-0.03978653367977833,0.3766338871171552,0.010524590735270782,0.04477035896968075,-0.23149834839742328,0.3270016232816469,-0.350925886197892
