Waymouth
L15
DMEM:F12(1:1)
RPMI
EMEM
IMDM
RPMI
RPMI
DMEM:F12(1:1)
RPMI
DMEM:F12(1:1)
RPMI
F12
DMEM
alphaMEM
EMEM
RPMI
DMEM
F12
DMEM
RPMI
EMEM
DMEM:F12(1:1)
DMEM
F12
McCoy5A
DMEM:F12(1:1)
RPMI
DMEM:F12(1:1)
RPMI
EMEM
DMEM:F12(1:1)
EMEM
DMEM:F12(1:1)
RPMI
DMEM:F12(1:1)
MEM
RPMI
DMEM
DMEM
RPMI
DMEM
DMEM:F12(1:1)
DMEM:F12(1:1)
RPMI
DMEM:F12(1:1)
RPMI
RPMIwGln
F10
RPMIwGln
RPMI
DMEM
DMEM:F12(1:1)
MEM
RPMI
McCoy5A
RPMI
DMEM:RPMI(2:1)
F12
RPMI
RPMIwGln
EMEM
DMEM
MEM
DMEM
DMEM:F12(1:1)
DMEM:F12(1:1)
MCDB105:M199(1:1)
DMEM
EMEM
Williams
RPMI
RPMI:MEM(1:1)
RPMI
RPMI
RPMI.
MEM
RPMI
DMEM
RPMI
RPMI.
RPMI
DMEM
F12
RPMI
EMEM
RPMI
EMEM
EMEM
EMEM
RPMI
IMDM
RPMI
DMEM
RPMI
RPMI
IMDM
IMDM
RPMI
DMEM:F12(1:1)
EMEM
RPMI
McCoy5A
L15
McCoy5A
McCoy5A
EMEM
DMEM:F12(1:1)
EMEM
F10
RPMI
EMEM
RPMI
DMEM:F12(1:1)
RPMI
DMEM:F12(1:1)
IMDM
RPMI-F12(1:1)
RPMI
EMEM
McCoy5A
MEM
RPMI
DMEM
RPMIwGln
RPMI
ACL4
RPMI
RPMI
DMEM
DMEM:F12(1:1)
Waymouth
RPMI
McCoy5A
DMEM
RPMI
IMDM
RPMI
RPMI:F12(1:1)
RPMI
L15
EMEM
RPMI
EMEM
F12
DMEM:F12(1:1)
MCDB105:M199(1:1)
RPMIwPyr
IMDM
RPMI
F12
RPMI
RPMI:EMEM(1:1)
RPMI
McCoy5A
IMDM
RPMI
MCDB105:M199(1:1)
RPMI:F12
RPMI
DMEMwGlc
RPMI
DMEM
RPMI
RPMI
NCTC109
DMEM:F12(1:1)
RPMI
DMEM
RPMI
RPMI
DMEM:IMEM(1:1)
RPMI
DMEM:F12(1:1)
DMEM
RPMI
DMEM:F12(1:1)
L15
McCoy5A
alphaMEM
RPMI
alphaMEM
RPMI
RPMI
RPMI
RPMI
RPMI
RPMI
DMEM
RPMI
IMDM
F10
RPMI
RPMI
RPMI
RPMI
alphaMEM
DMEMwGlc
DMEMwGlc
RPMI
EMEM
RPMI
RPMI
RPMI
RPMI
RPMI
DMEM
DMEMwGlc
RPMI
RPMI
McCoy5A
RPMI
IMEM
IMEM
IMEM
DMEM:F12(1:1)
RPMI
DMEM
RPMI
IMDM
DMEM
MEM
RPMI
