Reaction ID,Reaction Name,Metabolite,Metabolite ID,Metabolite Name,
EX_meoh_e,Methanol exchange,meoh_e,meoh_e,Methanol,
EX_mepi_e,Metanephrine exchange,mepi_e,mepi_e,Metanephrine,
EX_mercplaccys_e,3-mercaptolactate-cysteine disulfide exchange,mercplaccys_e,mercplaccys_e,3-mercaptolactate-cysteine disulfide,
EX_met__L_e,L-Methionine exchange,met__L_e,met__L_e,L-Methionine,
EX_mthgxl_e,Methylglyoxal exchange,mthgxl_e,mthgxl_e,Methylglyoxal,
EX_n2m2nmasn_e,"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R exchange",n2m2nmasn_e,n2m2nmasn_e,"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",
EX_na1_e,Sodium exchange,na1_e,na1_e,Sodium,
EX_nac_e,Nicotinate exchange,nac_e,nac_e,Nicotinate,
EX_nad_e,Nicotinamide adenine dinucleotide exchange,nad_e,nad_e,Nicotinamide adenine dinucleotide,
EX_nadp_e,Nicotinamide adenine dinucleotide phosphate exchange,nadp_e,nadp_e,Nicotinamide adenine dinucleotide phosphate,
EX_ncam_e,Nicotinamide exchange,ncam_e,ncam_e,Nicotinamide,
EX_nh4_e,Ammonia exchange,nh4_e,nh4_e,Ammonium,
EX_nifedipine_e,Nifedipine exchange,nifedipine_e,nifedipine_e,Nifedipine c,
EX_no_e,Nitric oxide exchange,no_e,no_e,Nitric oxide,
EX_npthl_e,Naphthalene exchange,npthl_e,npthl_e,Naphthalene,
EX_nrpphr_e,Norepinephrine exchange,nrpphr_e,nrpphr_e,Norepinephrine,
EX_nrpphrsf_e,Sulfate derivative of norepinephrine exchange,nrpphrsf_e,nrpphrsf_e,Sulfate derivative of norepinephrine,
EX_nrvnc_e,Nervonic acid exchange,nrvnc_e,nrvnc_e,Nervonic acid,
EX_o2_e,O2 exchange,o2_e,o2_e,O2 O2,
EX_o2s_e,Superoxide anion exchange,o2s_e,o2s_e,Superoxide anion,
EX_oagd3_hs_e,9-O-Acetylated GD3 (homo sapiens) exchange,oagd3_hs_e,oagd3_hs_e,9-O-Acetylated GD3 (homo sapiens),
EX_oagt3_hs_e,9-O-Acetylated GT3 (homo sapiens) exchange,oagt3_hs_e,oagt3_hs_e,9-O-Acetylated GT3 (homo sapiens),
EX_ocdca_e,Octadecanoate (n-C18:0) exchange,ocdca_e,ocdca_e,Octadecanoate (n-C18:0),
EX_ocdcea_e,Octadecenoate (n-C18:1) exchange,ocdcea_e,ocdcea_e,Octadecenoate (n-C18:1),
EX_octa_e,Octanoate (n-C8:0) exchange,octa_e,octa_e,Octanoate (n-C8:0),
EX_oh1_e,OH1 Exchange,oh1_e,oh1_e,Hydroxide ion HO,
EX_omeprazole_e,Omeprazole exchange,omeprazole_e,omeprazole_e,Omeprazole c,
EX_onpthl_e,Naphthalene epoxide exchange,onpthl_e,onpthl_e,Naphthalene epoxide,
EX_orn_e,Ornithine exchange,orn_e,orn_e,Ornithine,
EX_oxa_e,Oxalate exchange,oxa_e,oxa_e,Oxalate,
EX_paf_hs_e,1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens) exchange,paf_hs_e,paf_hs_e,1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens),
EX_pchol_hs_e,Phosphatidylcholine (homo sapiens) exchange,pchol_hs_e,pchol_hs_e,Phosphatidylcholine (homo sapiens),
EX_pe_hs_e,Phosphatidylethanolamine (homo sapiens) exchange,pe_hs_e,pe_hs_e,Phosphatidylethanolamine (homo sapiens),
EX_peplys_e,Peptidyl-L-lysine exchange,peplys_e,peplys_e,Peptidyl-L-lysine,
EX_perillyl_e,Perillyl alcohol exchange,perillyl_e,perillyl_e,Perillyl alcohol,
EX_pglyc_hs_e,Phosphatidylglycerol (homo sapiens) exchange,pglyc_hs_e,pglyc_hs_e,Phosphatidylglycerol (homo sapiens),
EX_phe__L_e,L-Phenylalanine exchange,phe__L_e,phe__L_e,L-Phenylalanine,
EX_pheacgln_e,Alpha-N-Phenylacetyl-L-glutamine exchange,pheacgln_e,pheacgln_e,Alpha-N-Phenylacetyl-L-glutamine,
EX_pheme_e,Protoheme exchange,pheme_e,pheme_e,Protoheme C34H30FeN4O4,
EX_phllqne_e,EX phyQ e,phllqne_e,phllqne_e,Phylloquinone,
EX_phyt_e,Phytanic acid exchange,phyt_e,phyt_e,Phytanic acid,
EX_pi_e,Phosphate exchange,pi_e,pi_e,Phosphate,
EX_pnto__R_e,(R)-Pantothenate exchange,pnto__R_e,pnto__R_e,(R)-Pantothenate,
EX_ppa_e,Propionate exchange,ppa_e,ppa_e,Propionate (n-C3:0),
EX_pro__D_e,D-Proline exchange,pro__D_e,pro__D_e,D-Proline,
EX_pro__L_e,L-Proline exchange,pro__L_e,pro__L_e,L-Proline,
EX_prostgd2_e,Prostaglandin D2 exchange,prostgd2_e,prostgd2_e,Prostaglandin D2,
EX_prostge1_e,Prostaglandin E1 exchange,prostge1_e,prostge1_e,Prostaglandin E1,
EX_prostge2_e,Prostaglandin E2 exchange,prostge2_e,prostge2_e,Prostaglandin E2,
EX_prostgf2_e,Prostaglandin F2alpha exchange,prostgf2_e,prostgf2_e,Prostaglandin F2alpha,
EX_ps_hs_e,Phosphatidylserine (homo sapiens) exchange,ps_hs_e,ps_hs_e,Phosphatidylserine (homo sapiens),
EX_ptdca_e,Pentadecanoate exchange,ptdca_e,ptdca_e,Pentadecanoate  C150  C15H29O2,
EX_pydam_e,Pyridoxamine exchange,pydam_e,pydam_e,Pyridoxamine,
EX_pydx_e,Pyridoxal exchange,pydx_e,pydx_e,Pyridoxal,
EX_pydxn_e,Pyridoxine exchange,pydxn_e,pydxn_e,Pyridoxine,
EX_pyr_e,Pyruvate exchange,pyr_e,pyr_e,Pyruvate,
EX_rbt_e,Ribitol exchange,rbt_e,rbt_e,Ribitol,
EX_retfa_e,Fatty acid retinol exchange,retfa_e,retfa_e,Fatty acid retinol,
EX_retinol_9_cis_e,9-cis-retinol exchange,retinol_9_cis_e,retinol_9_cis_e,9-cis-retinol,
EX_retinol_e,Retinol exchange,retinol_e,retinol_e,All-trans-Retinol,
EX_retinol_cis_11_e,Cis-11-retinol exchange,retinol_cis_11_e,retinol_cis_11_e,11-cis-Retinol,
EX_retn_e,Retinoate exchange,retn_e,retn_e,Retinoate,
EX_retnglc_e,Retinoyl glucuronide exchange,retnglc_e,retnglc_e,Retinoyl glucuronide,
EX_retpalm_e,Retinyl palminate exchange,retpalm_e,retpalm_e,All-trans-Retinyl palmitate,
EX_rib__D_e,D-Ribose exchange,rib__D_e,rib__D_e,D-Ribose,
EX_ribflv_e,Riboflavin exchange,ribflv_e,ribflv_e,Riboflavin C17H20N4O6,
EX_s2l2fn2m2masn_e,PA6 exchange,s2l2fn2m2masn_e,s2l2fn2m2masn_e,PA6,
EX_s2l2n2m2masn_e,De-Fuc form of PA6 exchange,s2l2n2m2masn_e,s2l2n2m2masn_e,De-Fuc form of PA6,
EX_sarcs_e,Sarcosine exchange,sarcs_e,sarcs_e,Sarcosine C3H7NO2,
EX_sel_e,Selenate exchange,sel_e,sel_e,Selenate,
EX_ser__D_e,D-Serine exchange,ser__D_e,ser__D_e,D-Serine,
EX_ser__L_e,L-Serine exchange,ser__L_e,ser__L_e,L-Serine,
EX_sl__L_e,L-sulfolactate exchange,sl__L_e,sl__L_e,Sl  L c,
EX_so4_e,Sulfate exchange,so4_e,so4_e,Sulfate,
EX_spc_hs_e,Sphingosylphosphorylcholine (homo sapiens) exchange,spc_hs_e,spc_hs_e,Sphingosylphosphorylcholine (homo sapiens),
EX_sph1p_e,Sphinganine 1-phosphate exchange,sph1p_e,sph1p_e,Sphinganine 1 phosphate C18H39NO5P,
EX_sphs1p_e,Sphingosine 1-phosphate exchange,sphs1p_e,sphs1p_e,Sphingosine 1-phosphate,
EX_srtn_e,Serotonin exchange,srtn_e,srtn_e,Serotonin,
EX_strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]}) exchange",strch1_e,strch1_e,"Starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",
EX_strch2_e,"Starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]}) exchange",strch2_e,strch2_e,"Starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})",
EX_strdnc_e,Stearidonic acid exchange,strdnc_e,strdnc_e,"Stearidonic acid C18:4, n-3",
EX_succ_e,Succinate exchange,succ_e,succ_e,Succinate,
EX_sucr_e,Sucrose exchange,sucr_e,sucr_e,Sucrose C12H22O11,
EX_tag_hs_e,Triacylglycerol (homo sapiens) exchange,tag_hs_e,tag_hs_e,Triacylglycerol (homo sapiens),
EX_tag__D_e,D Tagatose exchange,tag__D_e,tag__D_e,D-Tagatose,
EX_taur_e,Taurine exchange,taur_e,taur_e,Taurine C2H7NO3S,
EX_taxol_e,Paclitaxel exchange,taxol_e,taxol_e,Paclitaxel,
EX_tchola_e,Taurocholic acid exchange,tchola_e,tchola_e,Taurocholic acid C26H45NO7S,
EX_tcynt_e,Thiocyanate exchange,tcynt_e,tcynt_e,Thiocyanate,
EX_tdchola_e,Taurochenodeoxycholate exchange,tdchola_e,tdchola_e,Taurochenodeoxycholate,
EX_tethex3_e,"Tetracosahexaenoic acid, n-3 exchange",tethex3_e,tethex3_e,"Tetracosahexaenoic acid, n-3",
EX_tetpent3_e,"Tetracosapentaenoic acid, n-3 exchange",tetpent3_e,tetpent3_e,"Tetracosapentaenoic acid, n-3",
EX_tetpent6_e,"Tetracosapentaenoic acid, n-6 exchange",tetpent6_e,tetpent6_e,"Tetracosapentaenoic acid, n-6",
EX_tettet6_e,Tetracosatetraenoic acid n-6 exchange,tettet6_e,tettet6_e,Tetracosatetraenoic acid n-6,
EX_thf_e,"5,6,7,8-Tetrahydrofolate exchange",thf_e,thf_e,"5,6,7,8-Tetrahydrofolate",
EX_thm_e,Thiamin exchange,thm_e,thm_e,Thiamin,
EX_thmmp_e,Thiamin monophosphate exchange,thmmp_e,thmmp_e,Thiamin monophosphate,
EX_thmtp_e,Thiamin triphosphate exchange,thmtp_e,thmtp_e,Thiamin triphosphate C12H16N4O10P3S,
EX_thr__L_e,L-Threonine exchange,thr__L_e,thr__L_e,L-Threonine,
EX_thym_e,Thymine exchange,thym_e,thym_e,Thymine C5H6N2O2,
EX_thymd_e,Thymidine exchange,thymd_e,thymd_e,Thymidine C10H14N2O5,
EX_thyox__L_e,L-Thyroxine exchange,thyox__L_e,thyox__L_e,L-Thyroxine,
EX_tmndnc_e,Timnodonic acid exchange,tmndnc_e,tmndnc_e,"Timnodonic acid C20:5, n-3",
EX_tolbutamide_e,Tolbutamide exchange,tolbutamide_e,tolbutamide_e,Tolbutamide c,
EX_tre_e,Trehalose exchange,tre_e,tre_e,Trehalose,
EX_triodthy_e,Triiodothyronine exchange,triodthy_e,triodthy_e,Triiodothyronine,
EX_triodthysuf_e,Triiodothyronine sulfate exchange,triodthysuf_e,triodthysuf_e,Triiodothyronine sulfate,
EX_trp__L_e,L-Tryptophan exchange,trp__L_e,trp__L_e,L-Tryptophan,
EX_tststeroneglc_e,Testosterone glucuronide exchange,tststeroneglc_e,tststeroneglc_e,Testosterone 3-glucosiduronic acid,
EX_tststerones_e,Testosterone sulfate exchange,tststerones_e,tststerones_e,Tststerones c,
EX_tsul_e,Thiosulfate exchange,tsul_e,tsul_e,Thiosulfate,
EX_ttdca_e,Tetradecanoate (n-C14:0) exchange,ttdca_e,ttdca_e,Tetradecanoate (n-C14:0),
EX_txa2_e,Thromboxane A2 exchange,txa2_e,txa2_e,Thromboxane A2,
EX_tymsf_e,Tyramine O-sulfate exchange,tymsf_e,tymsf_e,Tyramine O-sulfate,
EX_tyr__L_e,L-Tyrosine exchange,tyr__L_e,tyr__L_e,L-Tyrosine,
EX_udp_e,UDP exchange,udp_e,udp_e,UDP C9H11N2O12P2,
EX_ump_e,UMP exchange,ump_e,ump_e,UMP C9H11N2O9P,
EX_ura_e,Uracil exchange,ura_e,ura_e,Uracil,
EX_urate_e,Urate exchange,urate_e,urate_e,Urate C5H4N4O3,
EX_urea_e,Urea exchange,urea_e,urea_e,Urea CH4N2O,
EX_uri_e,Uridine exchange,uri_e,uri_e,Uridine,
EX_utp_e,UTP exchange,utp_e,utp_e,UTP C9H11N2O15P3,
EX_vacc_e,Vaccenic acid exchange,vacc_e,vacc_e,Vaccenic acid,
EX_val__L_e,L-Valine exchange,val__L_e,val__L_e,L-Valine,
EX_vitd2_e,Vitamin D2 exchange,vitd2_e,vitd2_e,Vitamin D2, ergocalciferol
EX_vitd3_e,Vitamin D3 exchange,vitd3_e,vitd3_e,Calciol, (+)-Vitamin D3
EX_whddca_e,Omega hydroxy dodecanoate (n-C12:0) exchange,whddca_e,whddca_e,Omega hydroxy dodecanoate (n-C12:0),
EX_whhdca_e,Omega hydroxy hexadecanoate (n-C16:0) exchange,whhdca_e,whhdca_e,Omega hydroxy hexadecanoate (n-C16:0),
EX_whtststerone_e,W hydroxy testosterone exchange,whtststerone_e,whtststerone_e,W hydroxy testosterone, 19-Hydroxytestosterone
EX_whttdca_e,Omega hydroxy tetradecanoate (n-C14:0) exchange,whttdca_e,whttdca_e,Omega hydroxy tetradecanoate (n-C14:0),
EX_xolest2_hs_e,Cholesterol ester (from FULLR2) exchange,xolest2_hs_e,xolest2_hs_e,Cholesterol ester (from FULLR2),
EX_xolest_hs_e,Cholesterol ester exchange,xolest_hs_e,xolest_hs_e,Cholesterol ester,
EX_xoltri24_e,"7-alpha,24(S)-Dihydroxycholesterol exchange",xoltri24_e,xoltri24_e,"7-alpha,24(S)-Dihydroxycholesterol",
EX_xoltri25_e,"7-alpha,25-Dihydroxycholesterol exchange",xoltri25_e,xoltri25_e,"7-alpha,25-Dihydroxycholesterol",
EX_xoltri27_e,"7-alpha,27-Dihydroxycholesterol exchange",xoltri27_e,xoltri27_e,"7-alpha,27-Dihydroxycholesterol",
EX_xyl__D_e,D-Xylose exchange,xyl__D_e,xyl__D_e,D-Xylose,
EX_xylt_e,Xylitol exchange,xylt_e,xylt_e,Xylitol C5H12O5,
